neuron,soma_region,DG_MO_SEPTAL,DG_MO_TEMPORAL,DG_PO_SEPTAL,DG_PO_TEMPORAL,DG_SG_SEPTAL,DG_SG_TEMPORAL
201733_040.swc,700000002,0.0,2.323725457107,111.01787196507148,1806.549676916577,23.03541032608266,902.9537721904151
201733_041.swc,700000006,0.0,0.0,174.59115301829928,927.9251013410972,204.1969273815903,367.5352476026007
201733_042.swc,700000006,0.0,0.0,60.12924671898515,1767.3398088619115,0.0,107.07342251097958
201733_043.swc,700000006,0.0,0.0,143.13854855341796,1385.4563597134309,76.35177617018579,763.8473011376424
201733_044.swc,700000006,0.0,0.0,982.3811972420787,1572.4246212128778,0.0,51.420990112707955
201733_045.swc,700000006,0.0,0.0,1392.8925544201857,1336.526600304457,107.07908533061142,185.48905662217192
201733_046.swc,700000005,0.0,0.0,2149.468381339071,74.02531959155925,271.68970277586953,0.0
201733_047.swc,700000005,0.0,0.0,1372.6117150235518,536.54597673531,51.78774420360977,0.0
201733_048.swc,700000005,0.0,0.0,1695.6203984328852,160.93999963485473,130.7549312146152,0.0
201733_049.swc,700000005,28.699824797433802,0.0,1538.0100230458931,252.06786997565638,382.4792123705345,0.0
201733_050.swc,700000005,0.0,0.0,892.4635613521949,470.1815856018534,67.99952566072868,0.0
201733_051.swc,700000005,0.0,0.0,1729.9207680388845,263.4026452701852,50.795314141523555,0.0
201733_052.swc,700000005,0.0,0.0,1045.6732024256235,0.0,107.38853626874358,0.0
201733_053.swc,700000005,0.0,0.0,1460.238110648475,0.0,207.25428999272523,0.0
201733_054.swc,700000005,0.0,0.0,1970.0020566536564,24.71421853648908,403.8315429185414,7.386309659594749
201733_055.swc,700000005,0.0,0.0,1859.6101912250829,106.72260109226836,88.32140458585056,0.0
201733_056.swc,700000005,0.0,0.0,273.2559794904489,0.0,134.18140640846363,0.0
201733_057.swc,700000005,0.0,0.0,1263.2602223196357,0.0,262.48030352069964,0.0
201733_058.swc,700000005,0.0,0.0,2394.2039436111413,0.0,62.186954202822164,0.0
201733_059.swc,700000005,0.0,0.0,1812.3535919319957,0.0,41.44653957624331,0.0
201733_060.swc,700000005,0.0,0.0,2459.252013246855,0.0,280.049953677582,0.0
201733_061.swc,700000005,0.0,0.0,1274.7208863560058,254.87479979331934,343.0821002574252,0.0
201733_062.swc,700000005,0.0,0.0,1517.572867539955,0.0,112.39506601915411,0.0
201733_063.swc,700000005,0.0,0.0,1638.4957212864304,0.0,51.34521199538756,0.0
201733_064.swc,700000005,0.0,0.0,1506.8807355335741,0.0,41.324566152687346,0.0
201733_065.swc,700000005,0.0,0.0,980.4100506489743,0.0,50.1745554878805,0.0
201733_066.swc,700000001,36.21672640937212,0.0,1156.073628103833,0.0,335.05462539074443,0.0
201733_067.swc,700000005,0.0,0.0,2300.215350964859,0.0,90.16534828149989,0.0
201733_068.swc,700000005,0.0,0.0,2221.1360579059265,0.0,151.5460370899354,0.0
201733_069.swc,700000005,0.0,0.0,2391.87653577717,0.0,65.78921401494479,0.0
201733_070.swc,700000005,0.0,0.0,1497.7702626301464,0.0,139.2464888229918,0.0
201733_071.swc,700000005,0.0,0.0,1846.8433407688146,0.0,28.661883004894957,0.0
201733_072.swc,700000005,0.0,0.0,3329.499476080588,0.0,283.2454501058784,0.0
201733_073.swc,700000005,0.0,0.0,2074.4221420553263,0.0,64.5828390867955,0.0
201733_074.swc,700000005,0.0,0.0,1688.048113259904,0.0,39.99803303871169,0.0
201733_075.swc,700000005,0.0,0.0,1500.5920850494226,0.0,85.04359125542292,0.0
201733_076.swc,700000005,0.0,0.0,2042.2790223983616,0.0,19.437167566850324,0.0
201733_077.swc,700000005,0.0,0.0,2968.9606611053628,0.0,55.13998470222112,0.0
201733_078.swc,700000005,0.0,0.0,1525.5552721303338,0.0,179.70056532735848,0.0
201733_079.swc,700000005,0.0,0.0,1816.4205815101961,0.0,108.04609110087162,0.0
201733_080.swc,700000005,0.0,0.0,853.7881360541509,0.0,43.16587093556801,0.0
201733_081.swc,700000005,0.0,0.0,1648.0716413650987,0.0,116.66538426295807,0.0
201733_082.swc,700000005,0.0,0.0,1317.1020617176378,0.0,43.67796514405508,0.0
201733_083.swc,700000005,0.0,0.0,1071.153053667242,0.0,20.603745711514403,0.0
201733_084.swc,700000005,0.0,0.0,2666.1456607654436,0.0,30.725889748527525,0.0
201733_085.swc,700000005,0.0,0.0,1853.3528208869034,0.0,109.67263287592094,0.0
201733_086.swc,700000005,0.0,0.0,1499.3636179961095,0.0,86.49590275154691,0.0
201733_087.swc,700000005,0.0,0.0,2374.580280063049,61.484985340724165,474.91831562659746,0.0
201733_088.swc,700000005,0.0,0.0,16.903341785890884,1141.802977293705,144.1166954009424,18.829332222258117
201733_089.swc,700000006,0.0,0.0,568.8801051790489,860.6377761086628,0.0,56.26089965131831
201733_090.swc,700000005,0.0,0.0,378.92385970370424,0.0,71.45890127995848,0.0
201733_091.swc,700000005,0.0,0.0,2182.785807878164,0.0,10.474468063354717,0.0
201733_092.swc,700000001,28.169225276683356,0.0,295.5022399623122,0.0,82.36809635094971,0.0
201734_016.swc,700000005,0.0,0.0,2012.8337682064941,0.0,516.9556936090067,0.0
201734_017.swc,700000005,29.321798470587083,0.0,1568.7793918301443,0.0,301.79851724646346,0.0
201734_018.swc,700000005,0.0,0.0,1718.9789311692991,0.0,274.0973663722242,0.0
201734_019.swc,700000005,103.84949102103751,0.0,795.9934482963996,0.0,589.100590255699,0.0
201734_020.swc,700000001,3.4452275232453498,0.0,2150.1583443379445,0.0,199.5387879434457,0.0
201734_021.swc,700000001,5.986994237511486,0.0,523.1608680382908,0.0,723.863443306978,0.0
201734_022.swc,700000005,0.0,0.0,1752.9398019099385,0.0,809.6395917251705,0.0
201734_023.swc,700000001,144.11940886640028,0.0,2072.442284377741,0.0,211.65832531754512,0.0
201734_024.swc,700000005,0.0,0.0,1145.203105870923,0.0,89.97465392949745,0.0
201734_025.swc,700000005,0.0,0.0,1834.0815593836573,0.0,140.93815165125562,0.0
201734_026.swc,700000005,0.0,0.0,2079.1543695605133,0.0,660.2461043393364,0.0
201734_027.swc,700000001,1.0707474025178993,0.0,1531.297409998084,0.0,224.3542360212608,0.0
201734_028.swc,700000005,0.0,0.0,1410.1110941956658,0.0,226.02437153113107,0.0
201734_029.swc,700000001,24.764649756940848,0.0,1890.992175133001,0.0,274.9002277106326,0.0
201734_030.swc,700000005,0.0,0.0,1230.718180640533,0.0,606.4130367699963,0.0
201734_031.swc,700000005,0.0,0.0,1445.1245298661145,0.0,240.46211115694354,0.0
201734_032.swc,700000005,0.0,0.0,2115.259725081094,0.0,805.0477913208478,0.0
201734_033.swc,700000005,0.0,0.0,784.5279880061963,0.0,545.9790627081453,0.0
201734_034.swc,700000005,0.0,0.0,1353.1494917040213,0.0,101.85253453757305,0.0
201734_035.swc,700000005,0.0,0.0,1547.3493439243819,0.0,539.7203988746467,0.0
201734_036.swc,700000001,5.586070682087583,0.0,1721.2095422096215,0.0,368.2224215803497,0.0
201734_037.swc,700000005,0.0,0.0,1912.7787077329688,0.0,411.76375601647567,0.0
201734_038.swc,700000001,21.150947507943844,0.0,1108.223711218103,0.0,344.0741388324392,0.0
201734_039.swc,700000001,15.875480306556982,0.0,1509.3149333041924,0.0,322.61487696586374,0.0
201734_040.swc,700000001,7.068518190637804,0.0,2179.723407976912,0.0,199.29637983745994,0.0
201734_041.swc,700000005,0.0,0.0,586.1733859923238,0.0,165.76967237439013,0.0
201734_042.swc,700000001,17.01986663686386,0.0,1720.8997258509262,0.0,691.8863425498447,0.0
201734_043.swc,700000005,0.0,0.0,1557.1652326947237,0.0,346.877400099173,0.0
201734_044.swc,700000005,0.0,0.0,2185.517178633833,0.0,613.3776208811172,0.0
201734_045.swc,700000005,0.0,0.0,1869.308377147996,0.0,516.2800540565527,163.62345644022366
201734_046.swc,700000005,0.0,0.0,1841.156175034217,290.0383583957167,95.80205823083654,38.70134566202816
201734_047.swc,700000005,0.0,0.0,2543.6261769196503,0.0,421.0171227986715,0.0
201734_048.swc,700000005,0.0,0.0,1631.3407987743333,0.0,409.6332854913881,0.0
201734_049.swc,700000001,36.54143156445273,0.0,2057.4418660932583,4.921349298969946,146.41912791376447,0.0
201734_050.swc,700000005,0.0,0.0,2335.6947037464297,290.22207026352766,545.6322302442054,43.7111510310964
201734_051.swc,700000005,0.0,0.0,2087.9531842333927,0.0,131.12653649541818,0.0
201734_052.swc,700000005,0.0,0.0,1100.513211809638,0.0,457.53644161194285,0.0
201734_053.swc,700000005,0.0,0.0,1199.1897186563388,0.0,357.87711816661385,0.0
201734_054.swc,700000005,0.0,0.0,206.54269082730576,0.0,125.47393976045305,0.0
201735_026.swc,700000005,0.0,0.0,1846.6350922365077,0.0,242.61194720179887,0.0
201735_027.swc,700000005,0.0,0.0,1233.6494996911144,0.0,532.1428269993966,0.0
201735_028.swc,700000005,0.0,0.0,1695.7911945370454,0.0,499.7761462840913,0.0
201735_030.swc,700000005,0.0,0.0,2325.9169269292834,0.0,685.6668739914306,0.0
201735_031.swc,700000005,0.0,0.0,1156.8905492825716,0.0,131.96491633492772,0.0
201735_032.swc,700000005,0.0,0.0,1022.2459809623969,0.0,260.2709450237129,0.0
201735_033.swc,700000005,0.0,0.0,1392.730700992391,0.0,143.9728532853192,0.0
201735_034.swc,700000005,0.0,0.0,1135.9234728768276,0.0,171.2986175568097,0.0
201735_035.swc,700000005,0.0,0.0,2366.9620055633127,0.0,155.94642377429858,0.0
201735_036.swc,700000005,0.0,0.0,1592.7250017540157,0.0,31.99009784337796,0.0
201735_037.swc,700000005,0.0,0.0,2026.584045984737,0.0,400.1349324438577,0.0
201735_038.swc,700000005,0.0,0.0,1738.2836192167013,0.0,61.01755402843134,0.0
201735_039.swc,700000005,0.0,0.0,1814.5028590860072,0.0,150.18517109864547,0.0
201735_043.swc,700000005,0.0,0.0,1036.4841012936488,0.0,116.40240746445818,0.0
201735_044.swc,700000005,0.0,0.0,1536.6749958991013,0.0,433.17426302493243,0.0
201735_045.swc,700000005,0.0,0.0,1932.2002273712194,0.0,164.9862173555683,0.0
201735_046.swc,700000005,0.0,0.0,1862.7755443143594,0.0,333.79180031906657,0.0
201735_047.swc,700000005,0.0,0.0,1972.7179606568359,0.0,96.3573281914437,0.0
201735_048.swc,700000005,0.0,0.0,863.4895846377153,0.0,82.0590662072227,0.0
201735_049.swc,700000005,0.0,0.0,2401.5894844456398,0.0,187.48818950638525,0.0
201735_050.swc,700000005,0.0,0.0,2132.061205817583,0.0,176.5316921609891,0.0
201735_052.swc,700000005,0.0,0.0,1421.8047550012152,0.0,229.75475593684126,0.0
201735_053.swc,700000005,0.0,0.0,2324.437982511178,289.9354781551605,499.78435779474825,0.0
201735_054.swc,700000005,0.0,0.0,1705.5600076905025,112.1816857927722,409.96212055720764,0.0
201735_055.swc,700000005,0.0,0.0,1640.6443274492515,483.6719908676169,70.09601343375473,0.0
201735_056.swc,700000002,0.0,29.972463760911495,254.0029907655103,200.82212191291921,38.729222649414815,86.30673997075286
201735_058.swc,700000002,0.0,6.78825991331737,0.0,361.12796242317154,0.0,102.81199867566117
201735_063.swc,700000005,0.0,0.0,1984.2043195101205,25.406509445297537,150.18050355985525,0.0
201735_064.swc,700000005,0.0,0.0,1874.618064800558,0.0,108.44761881274194,0.0
201735_065.swc,700000005,0.0,0.0,1566.1811222073836,0.0,142.0044315968206,0.0
201735_066.swc,700000005,0.0,0.0,722.1368410702589,0.0,47.52133634574897,0.0
201735_067.swc,700000005,0.0,0.0,3103.844088287397,0.0,74.79135457732019,0.0
201735_068.swc,700000005,0.0,0.0,1054.857277695667,0.0,46.08809387894911,0.0
201735_069.swc,700000005,0.0,0.0,998.4541349453566,0.0,88.79041030881604,0.0
201735_070.swc,700000005,0.0,0.0,2036.3258294291152,479.635503508863,434.2494611151376,113.6084350333702
201735_071.swc,700000005,0.0,0.0,1787.8227059517508,359.82148641496065,548.036926984612,314.1292809730983
201735_072.swc,700000001,5.2233364809559095,0.0,1709.792854984033,0.0,729.3939212412221,0.0
201735_073.swc,700000005,0.0,0.0,1688.0133166256587,0.0,839.9235968782199,0.0
201735_074.swc,700000006,0.0,0.0,1854.1185542620435,758.5298252219534,326.3388721860919,318.67677617529597
201735_075.swc,700000006,0.0,0.0,182.3775978895987,1413.688678728877,74.96220866000439,249.3274395633399
201735_076.swc,700000006,0.0,0.0,1118.0542501965215,1091.2491683255112,207.33785039549505,418.8796637849938
201735_077.swc,700000002,0.0,36.234629977765906,186.47410347407893,1859.2500509467159,0.0,346.0128967418425
201735_078.swc,700000005,0.0,0.0,1408.0840523072281,0.0,588.4206391659711,0.0
201735_079.swc,700000005,0.0,0.0,1886.9398342225936,67.05646271607267,346.4639812146938,0.0
201735_080.swc,700000005,0.0,0.0,1327.5462891776206,0.0,848.8920992569816,0.0
201735_081.swc,700000005,0.0,0.0,656.7544287327502,0.0,345.89417618059434,0.0
201735_082.swc,700000005,0.0,0.0,644.4069973137669,0.0,526.3362203621977,0.0
201735_083.swc,700000005,0.0,0.0,1214.6854139365685,0.0,685.2771488035698,0.0
201735_084.swc,700000005,0.0,0.0,1227.4192402839221,0.0,661.313418856757,0.0
201735_085.swc,700000005,0.0,0.0,2588.933517722396,0.0,424.0963810788024,0.0
201735_086.swc,700000005,0.0,0.0,1466.8764400721432,0.0,686.2359309459067,0.0
201735_087.swc,700000005,0.0,0.0,1359.8685386180964,0.0,493.0100032288437,0.0
201735_088.swc,700000001,20.179128646466232,0.0,1752.83679343726,0.0,100.86759997022926,0.0
201735_089.swc,700000005,0.0,0.0,1097.9930982185006,0.0,87.92292097087143,0.0
201735_090.swc,700000006,0.0,0.0,11.64685747322555,736.8382041847283,14.770090065355134,132.8377850112425
201735_091.swc,700000005,0.0,0.0,292.9021930747266,0.0,41.885918659425585,0.0
201735_092.swc,700000005,0.0,0.0,327.08708251197623,0.0,61.13583866387917,0.0
201735_094.swc,700000005,0.0,0.0,313.79291047077544,0.0,66.80046333394657,0.0
201735_095.swc,700000005,0.0,0.0,409.99337786381386,0.0,23.812819013873135,0.0
201735_097.swc,700000005,0.0,0.0,290.0249137784704,0.0,7.334644646718218,0.0
201735_098.swc,700000005,0.0,0.0,199.4853285847406,0.0,64.75467982066856,0.0
201735_099.swc,700000005,0.0,0.0,207.09963328150386,0.0,107.54821850282725,0.0
201735_100.swc,700000005,0.0,0.0,378.060429267565,0.0,396.0095159072319,0.0
201736_061.swc,700000005,45.78484371014926,0.0,2045.1193135577637,135.9282040993394,783.3405800436434,0.0
201736_063.swc,700000005,0.0,0.0,2753.709310283093,97.76993702224387,638.4051968942372,73.49280150804303
